year,region,proportion_STEM_higher_ed
2006 / 2007,Cantanhede,
2006 / 2007,Coimbra,32.8
2006 / 2007,Condeixa-a-Nova,
2006 / 2007,Figueira da Foz,7.2
2006 / 2007,Góis,
2006 / 2007,Lousã,
2006 / 2007,Mealhada,
2006 / 2007,Mira,
2006 / 2007,Miranda do Corvo,
2006 / 2007,Montemor-o-Velho,
2006 / 2007,Mortágua,
2006 / 2007,Oliveira do Hospital,38.1
2006 / 2007,Pampilhosa da Serra,
2006 / 2007,Penacova,
2006 / 2007,Penela,
2006 / 2007,Soure,
2006 / 2007,Tábua,
2006 / 2007,Vila Nova de Poiares,
2006 / 2007,Região de Leiria,40.6
2006 / 2007,Alvaiázere,
2006 / 2007,Ansião,
2006 / 2007,Batalha,
2006 / 2007,Castanheira de Pêra,
2006 / 2007,Figueiró dos Vinhos,
2006 / 2007,Leiria,40.8
2006 / 2007,Marinha Grande,31.4
2006 / 2007,Pedrógão Grande,
2006 / 2007,Pombal,
2006 / 2007,Porto de Mós,
2006 / 2007,Viseu Dão Lafões,29.3
2006 / 2007,Aguiar da Beira,
2006 / 2007,Carregal do Sal,
2006 / 2007,Castro Daire,
2006 / 2007,Mangualde,
2006 / 2007,Nelas,
2006 / 2007,Oliveira de Frades,
2006 / 2007,Penalva do Castelo,
2006 / 2007,Santa Comba Dão,
2006 / 2007,São Pedro do Sul,
2006 / 2007,Sátão,
2006 / 2007,Tondela,
2006 / 2007,Vila Nova de Paiva,
2006 / 2007,Viseu,29.4
2006 / 2007,Vouzela,
2006 / 2007,Beira Baixa,31.5
2006 / 2007,Castelo Branco,38.2
2006 / 2007,Idanha-a-Nova,
2006 / 2007,Oleiros,
2006 / 2007,Penamacor,
2006 / 2007,Proença-a-Nova,
2006 / 2007,Vila Velha de Ródão,
2006 / 2007,Médio Tejo,36.6
2006 / 2007,Abrantes,53.0
2006 / 2007,Alcanena,
2006 / 2007,Constância,
2006 / 2007,Entroncamento,
2006 / 2007,Ferreira do Zêzere,
2006 / 2007,Mação,
2006 / 2007,Ourém,
2006 / 2007,Sardoal,
2006 / 2007,Sertã,
2006 / 2007,Tomar,36.3
2006 / 2007,Torres Novas,
2006 / 2007,Vila de Rei,
2006 / 2007,Vila Nova da Barquinha,
2006 / 2007,Beiras e Serra da Estrela,30.9
2006 / 2007,Almeida,
2006 / 2007,Belmonte,
2006 / 2007,Celorico da Beira,
2006 / 2007,Covilhã,36.5
2006 / 2007,Figueira de Castelo Rodrigo,
2006 / 2007,Fornos de Algodres,
2006 / 2007,Fundão,
2006 / 2007,Gouveia,
2006 / 2007,Guarda,24.4
2006 / 2007,Manteigas,
2006 / 2007,Mêda,
2006 / 2007,Pinhel,
2006 / 2007,Sabugal,
2006 / 2007,Seia,2.9
2006 / 2007,Trancoso,
2006 / 2007,Área Metropolitana de Lisboa,29.9
2006 / 2007,Área Metropolitana de Lisboa,29.9
2006 / 2007,Alcochete,
2006 / 2007,Almada,56.0
2006 / 2007,Amadora,
2006 / 2007,Barreiro,100.0
2006 / 2007,Cascais,
2006 / 2007,Lisboa,26.7
2006 / 2007,Loures,
2006 / 2007,Mafra,
2006 / 2007,Moita,
2006 / 2007,Montijo,
2006 / 2007,Odivelas,
2006 / 2007,Oeiras,38.4
2006 / 2007,Palmela,
2006 / 2007,Seixal,
2006 / 2007,Sesimbra,
2006 / 2007,Setúbal,46.0
2006 / 2007,Sintra,51.2
2006 / 2007,Vila Franca de Xira,
2006 / 2007,Alentejo,26.3
2006 / 2007,Alentejo Litoral,
2006 / 2007,Alcácer do Sal,
2006 / 2007,Grândola,
2006 / 2007,Odemira,
2006 / 2007,Santiago do Cacém,
2006 / 2007,Sines,
2006 / 2007,Baixo Alentejo,33.9
2006 / 2007,Aljustrel,
2006 / 2007,Almodôvar,
2006 / 2007,Alvito,
2006 / 2007,Barrancos,
2006 / 2007,Beja,33.9
2006 / 2007,Castro Verde,
2006 / 2007,Cuba,
2006 / 2007,Ferreira do Alentejo,
2006 / 2007,Mértola,
2006 / 2007,Moura,
2006 / 2007,Ourique,
2006 / 2007,Serpa,
2006 / 2007,Vidigueira,
2006 / 2007,Lezíria do Tejo,13.7
2006 / 2007,Almeirim,
2006 / 2007,Alpiarça,
2006 / 2007,Azambuja,
2006 / 2007,Benavente,
2006 / 2007,Cartaxo,
2006 / 2007,Chamusca,
2006 / 2007,Coruche,
2006 / 2007,Golegã,
2006 / 2007,Rio Maior,
2006 / 2007,Salvaterra de Magos,
2006 / 2007,Santarém,16.3
2006 / 2007,Alto Alentejo,14.9
2006 / 2007,Alter do Chão,
2006 / 2007,Arronches,
2006 / 2007,Avis,
2006 / 2007,Campo Maior,
2006 / 2007,Castelo de Vide,
2006 / 2007,Crato,
2006 / 2007,Elvas,6.7
2006 / 2007,Fronteira,
2006 / 2007,Gavião,
2006 / 2007,Marvão,
2006 / 2007,Monforte,
2006 / 2007,Nisa,
2006 / 2007,Ponte de Sor,
2006 / 2007,Portalegre,15.7
2006 / 2007,Sousel,
2006 / 2007,Alentejo Central,35.6
2006 / 2007,Alandroal,
2006 / 2007,Arraiolos,
2006 / 2007,Borba,
2006 / 2007,Estremoz,
2006 / 2007,Évora,35.6
2006 / 2007,Montemor-o-Novo,
2006 / 2007,Mora,
2006 / 2007,Mourão,
2006 / 2007,Portel,
2006 / 2007,Redondo,
2006 / 2007,Reguengos de Monsaraz,
2006 / 2007,Vendas Novas,
2006 / 2007,Viana do Alentejo,
2006 / 2007,Vila Viçosa,
2006 / 2007,Algarve,32.5
2006 / 2007,Algarve,32.5
2006 / 2007,Albufeira,
2006 / 2007,Alcoutim,
2006 / 2007,Aljezur,
2006 / 2007,Castro Marim,
2006 / 2007,Faro,39.3
2006 / 2007,Lagoa,
2006 / 2007,Lagos,
2006 / 2007,Loulé,3.9
2006 / 2007,Monchique,
2006 / 2007,Olhão,
2006 / 2007,Portimão,17.6
2006 / 2007,São Brás de Alportel,
2006 / 2007,Silves,
2006 / 2007,Tavira,
2006 / 2007,Vila do Bispo,
2006 / 2007,Vila Real de Santo António,
2006 / 2007,Região Autónoma dos Açores,22.2
2006 / 2007,Região Autónoma dos Açores,22.2
2006 / 2007,Região Autónoma dos Açores,22.2
2006 / 2007,Angra do Heroísmo,25.0
2006 / 2007,Calheta,
2006 / 2007,Corvo,
2006 / 2007,Horta,
2006 / 2007,Lagoa,
2006 / 2007,Lajes das Flores,
2006 / 2007,Lajes do Pico,
2006 / 2007,Madalena,
2006 / 2007,Nordeste,
2006 / 2007,Ponta Delgada,23.8
2006 / 2007,Povoação,
2006 / 2007,Ribeira Grande,
2006 / 2007,Santa Cruz da Graciosa,
2006 / 2007,Santa Cruz das Flores,
2006 / 2007,São Roque do Pico,
2006 / 2007,Velas,
2006 / 2007,Vila da Praia da Vitória,
2006 / 2007,Vila do Porto,
2006 / 2007,Vila Franca do Campo,
2006 / 2007,Região Autónoma da Madeira,26.6
2006 / 2007,Região Autónoma da Madeira,26.6
2006 / 2007,Região Autónoma da Madeira,26.6
2006 / 2007,Calheta,
2006 / 2007,Câmara de Lobos,
2006 / 2007,Funchal,26.6
2006 / 2007,Machico,
2006 / 2007,Ponta do Sol,
2006 / 2007,Porto Moniz,
2006 / 2007,Porto Santo,
2006 / 2007,Ribeira Brava,
2006 / 2007,Santa Cruz,
2006 / 2007,Santana,
2006 / 2007,São Vicente,
2005 / 2006,Portugal,30.5
2005 / 2006,Continente,30.7
2005 / 2006,Norte,30.0
2005 / 2006,Alto Minho,31.7
2005 / 2006,Arcos de Valdevez,
2005 / 2006,Caminha,
2005 / 2006,Melgaço,
2005 / 2006,Monção,
2005 / 2006,Paredes de Coura,
2005 / 2006,Ponte da Barca,
2005 / 2006,Ponte de Lima,22.4
2005 / 2006,Valença,78.4
2005 / 2006,Viana do Castelo,29.6
2005 / 2006,Vila Nova de Cerveira,87.4
2005 / 2006,Cávado,38.6
2005 / 2006,Amares,
2005 / 2006,Barcelos,3.5
2005 / 2006,Braga,41.6
2005 / 2006,Esposende,
2005 / 2006,Terras de Bouro,
2005 / 2006,Vila Verde,
2005 / 2006,Ave,19.2
2005 / 2006,Cabeceiras de Basto,
2005 / 2006,Fafe,3.5
2005 / 2006,Guimarães,
2005 / 2006,Mondim de Basto,
2005 / 2006,Póvoa de Lanhoso,
2005 / 2006,Vieira do Minho,
2005 / 2006,Vila Nova de Famalicão,36.1
2005 / 2006,Vizela,
2005 / 2006,Área Metropolitana do Porto,28.9
2005 / 2006,Arouca,
2005 / 2006,Espinho,
2005 / 2006,Gondomar,
2005 / 2006,Maia,3.1
2005 / 2006,Matosinhos,
2005 / 2006,Oliveira de Azeméis,
2005 / 2006,Paredes,1.7
2005 / 2006,Porto,36.8
2005 / 2006,Póvoa de Varzim,
2005 / 2006,Santa Maria da Feira,11.4
2005 / 2006,Santo Tirso,
2005 / 2006,São João da Madeira,
2005 / 2006,Trofa,
2005 / 2006,Vale de Cambra,
2005 / 2006,Valongo,
2005 / 2006,Vila do Conde,17.8
2005 / 2006,Vila Nova de Gaia,13.0
2005 / 2006,Alto Tâmega,
2005 / 2006,Boticas,
2005 / 2006,Chaves,
2005 / 2006,Montalegre,
2005 / 2006,Ribeira de Pena,
2005 / 2006,Valpaços,
2005 / 2006,Vila Pouca de Aguiar,
2005 / 2006,Tâmega e Sousa,29.1
2005 / 2006,Amarante,
2005 / 2006,Baião,
2005 / 2006,Castelo de Paiva,
2005 / 2006,Celorico de Basto,
2005 / 2006,Cinfães,
2005 / 2006,Felgueiras,29.1
2005 / 2006,Lousada,
2005 / 2006,Marco de Canaveses,
2005 / 2006,Paços de Ferreira,
2005 / 2006,Penafiel,
2005 / 2006,Resende,
2005 / 2006,Douro,31.7
2005 / 2006,Alijó,
2005 / 2006,Armamar,
2005 / 2006,Carrazeda de Ansiães,
2005 / 2006,Freixo de Espada à Cinta,
2005 / 2006,Lamego,6.3
2005 / 2006,Mesão Frio,
2005 / 2006,Moimenta da Beira,
2005 / 2006,Murça,
2005 / 2006,Penedono,
2005 / 2006,Peso da Régua,
2005 / 2006,Sabrosa,
2005 / 2006,Santa Marta de Penaguião,
2005 / 2006,São João da Pesqueira,
2005 / 2006,Sernancelhe,
2005 / 2006,Tabuaço,
2005 / 2006,Tarouca,
2005 / 2006,Torre de Moncorvo,
2005 / 2006,Vila Nova de Foz Côa,
2005 / 2006,Vila Real,35.2
2005 / 2006,Terras de Trás-os-Montes,27.6
2005 / 2006,Alfândega da Fé,
2005 / 2006,Bragança,40.9
2005 / 2006,Macedo de Cavaleiros,
2005 / 2006,Miranda do Douro,
2005 / 2006,Mirandela,12.6
2005 / 2006,Mogadouro,
2005 / 2006,Vila Flor,
2005 / 2006,Vimioso,
2005 / 2006,Vinhais,
2005 / 2006,Centro,34.0
2005 / 2006,Oeste,20.0
2005 / 2006,Alcobaça,
2005 / 2006,Alenquer,
2005 / 2006,Arruda dos Vinhos,
2005 / 2006,Bombarral,
2005 / 2006,Cadaval,
2005 / 2006,Caldas da Rainha,7.3
2005 / 2006,Lourinhã,
2005 / 2006,Nazaré,
2005 / 2006,Óbidos,
2005 / 2006,Peniche,40.5
2005 / 2006,Sobral de Monte Agraço,
2005 / 2006,Torres Vedras,15.6
2005 / 2006,Região de Aveiro,43.9
2005 / 2006,Águeda,29.3
2005 / 2006,Albergaria-a-Velha,
2005 / 2006,Anadia,
2005 / 2006,Aveiro,44.9
2005 / 2006,Estarreja,
2005 / 2006,Ílhavo,
2005 / 2006,Murtosa,
2005 / 2006,Oliveira do Bairro,
2005 / 2006,Ovar,
2005 / 2006,Sever do Vouga,
2005 / 2006,Vagos,
2005 / 2006,Região de Coimbra,31.8
2005 / 2006,Arganil,
2005 / 2006,Cantanhede,
2005 / 2006,Coimbra,32.1
2005 / 2006,Condeixa-a-Nova,
2005 / 2006,Figueira da Foz,11.5
2005 / 2006,Góis,
2005 / 2006,Lousã,
2005 / 2006,Mealhada,
2005 / 2006,Mira,
2005 / 2006,Miranda do Corvo,
2005 / 2006,Montemor-o-Velho,
2005 / 2006,Mortágua,
2005 / 2006,Oliveira do Hospital,34.8
2005 / 2006,Pampilhosa da Serra,
2005 / 2006,Penacova,
2005 / 2006,Penela,
2005 / 2006,Soure,
2005 / 2006,Tábua,
2005 / 2006,Vila Nova de Poiares,
2005 / 2006,Região de Leiria,40.7
2005 / 2006,Alvaiázere,
2005 / 2006,Ansião,
2005 / 2006,Batalha,
2005 / 2006,Castanheira de Pêra,
2005 / 2006,Figueiró dos Vinhos,
2005 / 2006,Leiria,40.8
2005 / 2006,Marinha Grande,30.4
2005 / 2006,Pedrógão Grande,
2005 / 2006,Pombal,
2005 / 2006,Porto de Mós,
2005 / 2006,Viseu Dão Lafões,28.7
2005 / 2006,Aguiar da Beira,
2005 / 2006,Carregal do Sal,
2005 / 2006,Castro Daire,
2005 / 2006,Mangualde,
2005 / 2006,Nelas,
2005 / 2006,Oliveira de Frades,
2005 / 2006,Penalva do Castelo,
2005 / 2006,Santa Comba Dão,
2005 / 2006,São Pedro do Sul,
2005 / 2006,Sátão,
2005 / 2006,Tondela,
2005 / 2006,Vila Nova de Paiva,
2005 / 2006,Viseu,29.0
2005 / 2006,Vouzela,
2005 / 2006,Beira Baixa,32.2
2005 / 2006,Castelo Branco,38.3
2005 / 2006,Idanha-a-Nova,
2005 / 2006,Oleiros,
2005 / 2006,Penamacor,
2005 / 2006,Proença-a-Nova,
2005 / 2006,Vila Velha de Ródão,
2005 / 2006,Médio Tejo,36.9
2005 / 2006,Abrantes,49.6
2005 / 2006,Alcanena,
2005 / 2006,Constância,
2005 / 2006,Entroncamento,
2005 / 2006,Ferreira do Zêzere,
2005 / 2006,Mação,
2005 / 2006,Ourém,
2005 / 2006,Sardoal,
2005 / 2006,Sertã,
2005 / 2006,Tomar,37.9
2005 / 2006,Torres Novas,
2005 / 2006,Vila de Rei,
2005 / 2006,Vila Nova da Barquinha,
2005 / 2006,Beiras e Serra da Estrela,30.9
2005 / 2006,Almeida,
2005 / 2006,Belmonte,
2005 / 2006,Celorico da Beira,
2005 / 2006,Covilhã,37.2
2005 / 2006,Figueira de Castelo Rodrigo,
2005 / 2006,Fornos de Algodres,
2005 / 2006,Fundão,27.3
2005 / 2006,Gouveia,
2005 / 2006,Guarda,23.2
2005 / 2006,Manteigas,
2005 / 2006,Mêda,
2005 / 2006,Pinhel,
2005 / 2006,Sabugal,
2005 / 2006,Seia,
2005 / 2006,Trancoso,
2005 / 2006,Área Metropolitana de Lisboa,29.7
2005 / 2006,Área Metropolitana de Lisboa,29.7
2005 / 2006,Alcochete,
2005 / 2006,Almada,54.5
2005 / 2006,Amadora,
2005 / 2006,Barreiro,100.0
2005 / 2006,Cascais,
2005 / 2006,Lisboa,26.8
2005 / 2006,Loures,
2005 / 2006,Mafra,
2005 / 2006,Moita,
2005 / 2006,Montijo,
2005 / 2006,Odivelas,
2005 / 2006,Oeiras,35.8
2005 / 2006,Palmela,
2005 / 2006,Seixal,
2005 / 2006,Sesimbra,
2005 / 2006,Setúbal,43.5
2005 / 2006,Sintra,46.1
2005 / 2006,Vila Franca de Xira,
2005 / 2006,Alentejo,26.2
2005 / 2006,Alentejo Litoral,
2005 / 2006,Alcácer do Sal,
2005 / 2006,Grândola,
2005 / 2006,Odemira,
2005 / 2006,Santiago do Cacém,
2005 / 2006,Sines,
2005 / 2006,Baixo Alentejo,29.8
2005 / 2006,Aljustrel,
2005 / 2006,Almodôvar,
2005 / 2006,Alvito,
2005 / 2006,Barrancos,
2005 / 2006,Beja,29.8
2005 / 2006,Castro Verde,
2005 / 2006,Cuba,
2005 / 2006,Ferreira do Alentejo,
2005 / 2006,Mértola,
2005 / 2006,Moura,
2005 / 2006,Ourique,
2005 / 2006,Serpa,
2005 / 2006,Vidigueira,
2005 / 2006,Lezíria do Tejo,13.2
2005 / 2006,Almeirim,
2005 / 2006,Alpiarça,
2005 / 2006,Azambuja,
2005 / 2006,Benavente,
2005 / 2006,Cartaxo,
2005 / 2006,Chamusca,
2005 / 2006,Coruche,
2005 / 2006,Golegã,
2005 / 2006,Rio Maior,
2005 / 2006,Salvaterra de Magos,
2005 / 2006,Santarém,15.7
2005 / 2006,Alto Alentejo,16.2
2005 / 2006,Alter do Chão,
2005 / 2006,Arronches,
2005 / 2006,Avis,
2005 / 2006,Campo Maior,
2005 / 2006,Castelo de Vide,
2005 / 2006,Crato,
2005 / 2006,Elvas,9.9
2005 / 2006,Fronteira,
2005 / 2006,Gavião,
2005 / 2006,Marvão,
2005 / 2006,Monforte,
2005 / 2006,Nisa,
2005 / 2006,Ponte de Sor,
2005 / 2006,Portalegre,16.8
2005 / 2006,Sousel,
2005 / 2006,Alentejo Central,34.9
2005 / 2006,Alandroal,
2005 / 2006,Arraiolos,
2005 / 2006,Borba,
2005 / 2006,Estremoz,
2005 / 2006,Évora,34.9
2005 / 2006,Montemor-o-Novo,
2005 / 2006,Mora,
2005 / 2006,Mourão,
2005 / 2006,Portel,
2005 / 2006,Redondo,
2005 / 2006,Reguengos de Monsaraz,
2005 / 2006,Vendas Novas,
2005 / 2006,Viana do Alentejo,
2005 / 2006,Vila Viçosa,
2005 / 2006,Algarve,33.6
2005 / 2006,Algarve,33.6
2005 / 2006,Albufeira,
2005 / 2006,Alcoutim,
2005 / 2006,Aljezur,
2005 / 2006,Castro Marim,
2005 / 2006,Faro,40.7
2005 / 2006,Lagoa,
2005 / 2006,Lagos,
2005 / 2006,Loulé,3.4
2005 / 2006,Monchique,
2005 / 2006,Olhão,
2005 / 2006,Portimão,15.7
2005 / 2006,São Brás de Alportel,
2005 / 2006,Silves,
2005 / 2006,Tavira,
2005 / 2006,Vila do Bispo,
2005 / 2006,Vila Real de Santo António,
2005 / 2006,Região Autónoma dos Açores,18.3
2005 / 2006,Região Autónoma dos Açores,18.3
2005 / 2006,Região Autónoma dos Açores,18.3
2005 / 2006,Angra do Heroísmo,20.7
2005 / 2006,Calheta,
2005 / 2006,Corvo,
2005 / 2006,Horta,
2005 / 2006,Lagoa,
2005 / 2006,Lajes das Flores,
2005 / 2006,Lajes do Pico,
2005 / 2006,Madalena,
2005 / 2006,Nordeste,
2005 / 2006,Ponta Delgada,19.5
2005 / 2006,Povoação,
2005 / 2006,Ribeira Grande,
2005 / 2006,Santa Cruz da Graciosa,
2005 / 2006,Santa Cruz das Flores,
2005 / 2006,São Roque do Pico,
2005 / 2006,Velas,
2005 / 2006,Vila da Praia da Vitória,
2005 / 2006,Vila do Porto,
2005 / 2006,Vila Franca do Campo,
2005 / 2006,Região Autónoma da Madeira,26.3
2005 / 2006,Região Autónoma da Madeira,26.3
2005 / 2006,Região Autónoma da Madeira,26.3
2005 / 2006,Calheta,
2005 / 2006,Câmara de Lobos,
2005 / 2006,Funchal,26.3
2005 / 2006,Machico,
2005 / 2006,Ponta do Sol,
2005 / 2006,Porto Moniz,
2005 / 2006,Porto Santo,
2005 / 2006,Ribeira Brava,
2005 / 2006,Santa Cruz,
2005 / 2006,Santana,
2005 / 2006,São Vicente,
2004 / 2005,Portugal,30.8
2004 / 2005,Continente,30.9
2004 / 2005,Norte,30.1
2004 / 2005,Alto Minho,31.7
2004 / 2005,Arcos de Valdevez,
2004 / 2005,Caminha,
2004 / 2005,Melgaço,
2004 / 2005,Monção,
2004 / 2005,Paredes de Coura,
2004 / 2005,Ponte da Barca,
2004 / 2005,Ponte de Lima,21.5
2004 / 2005,Valença,84.3
2004 / 2005,Viana do Castelo,29.8
2004 / 2005,Vila Nova de Cerveira,93.4
2004 / 2005,Cávado,38.4
2004 / 2005,Amares,
2004 / 2005,Barcelos,0.6
2004 / 2005,Braga,41.6
2004 / 2005,Esposende,
2004 / 2005,Terras de Bouro,
2004 / 2005,Vila Verde,
2004 / 2005,Ave,19.9
2004 / 2005,Cabeceiras de Basto,
2004 / 2005,Fafe,2.9
2004 / 2005,Guimarães,
2004 / 2005,Mondim de Basto,
2004 / 2005,Póvoa de Lanhoso,
2004 / 2005,Vieira do Minho,
2004 / 2005,Vila Nova de Famalicão,39.1
2004 / 2005,Vizela,
2004 / 2005,Área Metropolitana do Porto,29.0
2004 / 2005,Arouca,
2004 / 2005,Espinho,
2004 / 2005,Gondomar,
2004 / 2005,Maia,4.1
2004 / 2005,Matosinhos,
2004 / 2005,Oliveira de Azeméis,
2004 / 2005,Paredes,0.8
2004 / 2005,Porto,36.8
2004 / 2005,Póvoa de Varzim,
2004 / 2005,Santa Maria da Feira,11.4
2004 / 2005,Santo Tirso,
2004 / 2005,São João da Madeira,
2004 / 2005,Trofa,
2004 / 2005,Vale de Cambra,
2004 / 2005,Valongo,
2004 / 2005,Vila do Conde,16.8
2004 / 2005,Vila Nova de Gaia,15.1
2004 / 2005,Alto Tâmega,
2004 / 2005,Boticas,
2004 / 2005,Chaves,
2004 / 2005,Montalegre,
2004 / 2005,Ribeira de Pena,
2004 / 2005,Valpaços,
2004 / 2005,Vila Pouca de Aguiar,
2004 / 2005,Tâmega e Sousa,28.1
2004 / 2005,Amarante,
2004 / 2005,Baião,
2004 / 2005,Castelo de Paiva,
2004 / 2005,Celorico de Basto,
2004 / 2005,Cinfães,
2004 / 2005,Felgueiras,28.1
2004 / 2005,Lousada,
2004 / 2005,Marco de Canaveses,
2004 / 2005,Paços de Ferreira,
2004 / 2005,Penafiel,
2004 / 2005,Resende,
2004 / 2005,Douro,29.3
2004 / 2005,Alijó,
2004 / 2005,Armamar,
2004 / 2005,Carrazeda de Ansiães,
2004 / 2005,Freixo de Espada à Cinta,
2004 / 2005,Lamego,5.2
2004 / 2005,Mesão Frio,
2004 / 2005,Moimenta da Beira,
2004 / 2005,Murça,
2004 / 2005,Penedono,
2004 / 2005,Peso da Régua,
2004 / 2005,Sabrosa,
2004 / 2005,Santa Marta de Penaguião,
2004 / 2005,São João da Pesqueira,
2004 / 2005,Sernancelhe,
2004 / 2005,Tabuaço,
2004 / 2005,Tarouca,
2004 / 2005,Torre de Moncorvo,
2004 / 2005,Vila Nova de Foz Côa,
2004 / 2005,Vila Real,32.6
2004 / 2005,Terras de Trás-os-Montes,29.6
2004 / 2005,Alfândega da Fé,
2004 / 2005,Bragança,42.8
2004 / 2005,Macedo de Cavaleiros,
2004 / 2005,Miranda do Douro,
2004 / 2005,Mirandela,16.6
2004 / 2005,Mogadouro,
2004 / 2005,Vila Flor,
2004 / 2005,Vimioso,
2004 / 2005,Vinhais,
2004 / 2005,Centro,34.4
2004 / 2005,Oeste,21.9
2004 / 2005,Alcobaça,
2004 / 2005,Alenquer,
2004 / 2005,Arruda dos Vinhos,
2004 / 2005,Bombarral,
2004 / 2005,Cadaval,
2004 / 2005,Caldas da Rainha,10.5
2004 / 2005,Lourinhã,
2004 / 2005,Nazaré,
2004 / 2005,Óbidos,
2004 / 2005,Peniche,41.4
2004 / 2005,Sobral de Monte Agraço,
2004 / 2005,Torres Vedras,20.6
2004 / 2005,Região de Aveiro,43.3
2004 / 2005,Águeda,30.7
2004 / 2005,Albergaria-a-Velha,
2004 / 2005,Anadia,
2004 / 2005,Aveiro,44.1
2004 / 2005,Estarreja,
2004 / 2005,Ílhavo,
2004 / 2005,Murtosa,
2004 / 2005,Oliveira do Bairro,
2004 / 2005,Ovar,
2004 / 2005,Sever do Vouga,
2004 / 2005,Vagos,
2004 / 2005,Região de Coimbra,32.4
2004 / 2005,Arganil,
2004 / 2005,Cantanhede,
2004 / 2005,Coimbra,32.7
2004 / 2005,Condeixa-a-Nova,
2004 / 2005,Figueira da Foz,13.4
2004 / 2005,Góis,
2004 / 2005,Lousã,
2004 / 2005,Mealhada,
2004 / 2005,Mira,
2004 / 2005,Miranda do Corvo,
2004 / 2005,Montemor-o-Velho,
2004 / 2005,Mortágua,
2004 / 2005,Oliveira do Hospital,37.5
2004 / 2005,Pampilhosa da Serra,
2004 / 2005,Penacova,
2004 / 2005,Penela,
2004 / 2005,Soure,
2004 / 2005,Tábua,
2004 / 2005,Vila Nova de Poiares,
2004 / 2005,Região de Leiria,41.6
2004 / 2005,Alvaiázere,
2004 / 2005,Ansião,
2004 / 2005,Batalha,
2004 / 2005,Castanheira de Pêra,
2004 / 2005,Figueiró dos Vinhos,
2004 / 2005,Leiria,41.8
2004 / 2005,Marinha Grande,32.7
2004 / 2005,Pedrógão Grande,
2004 / 2005,Pombal,
2004 / 2005,Porto de Mós,
2004 / 2005,Viseu Dão Lafões,27.7
2004 / 2005,Aguiar da Beira,
2004 / 2005,Carregal do Sal,
2004 / 2005,Castro Daire,
2004 / 2005,Mangualde,
2004 / 2005,Nelas,
2004 / 2005,Oliveira de Frades,
2004 / 2005,Penalva do Castelo,
2004 / 2005,Santa Comba Dão,
2004 / 2005,São Pedro do Sul,
2004 / 2005,Sátão,
2004 / 2005,Tondela,
2004 / 2005,Vila Nova de Paiva,
2004 / 2005,Viseu,28.1
2004 / 2005,Vouzela,
2004 / 2005,Beira Baixa,32.6
2004 / 2005,Castelo Branco,38.4
2004 / 2005,Idanha-a-Nova,
2004 / 2005,Oleiros,
2004 / 2005,Penamacor,
2004 / 2005,Proença-a-Nova,
2004 / 2005,Vila Velha de Ródão,
2004 / 2005,Médio Tejo,38.7
2004 / 2005,Abrantes,47.7
2004 / 2005,Alcanena,
2004 / 2005,Constância,
2004 / 2005,Entroncamento,
2004 / 2005,Ferreira do Zêzere,
2004 / 2005,Mação,
2004 / 2005,Ourém,
2004 / 2005,Sardoal,
2004 / 2005,Sertã,
2004 / 2005,Tomar,40.5
2004 / 2005,Torres Novas,
2004 / 2005,Vila de Rei,
2004 / 2005,Vila Nova da Barquinha,
2004 / 2005,Beiras e Serra da Estrela,32.4
2004 / 2005,Almeida,
2004 / 2005,Belmonte,
2004 / 2005,Celorico da Beira,
2004 / 2005,Covilhã,38.9
2004 / 2005,Figueira de Castelo Rodrigo,
2004 / 2005,Fornos de Algodres,
2004 / 2005,Fundão,33.3
2004 / 2005,Gouveia,
2004 / 2005,Guarda,25.0
2004 / 2005,Manteigas,
2004 / 2005,Mêda,
2004 / 2005,Pinhel,
2004 / 2005,Sabugal,
2004 / 2005,Seia,
2004 / 2005,Trancoso,
2004 / 2005,Área Metropolitana de Lisboa,29.9
2004 / 2005,Área Metropolitana de Lisboa,29.9
2004 / 2005,Alcochete,
2004 / 2005,Almada,52.7
2004 / 2005,Amadora,
2004 / 2005,Barreiro,100.0
2004 / 2005,Cascais,
2004 / 2005,Lisboa,27.2
2004 / 2005,Loures,
2004 / 2005,Mafra,
2004 / 2005,Moita,
2004 / 2005,Montijo,
2004 / 2005,Odivelas,
2004 / 2005,Oeiras,35.5
2004 / 2005,Palmela,
2004 / 2005,Seixal,
2004 / 2005,Sesimbra,
2004 / 2005,Setúbal,45.4
2004 / 2005,Sintra,43.3
2004 / 2005,Vila Franca de Xira,
2004 / 2005,Alentejo,26.5
2004 / 2005,Alentejo Litoral,
2004 / 2005,Alcácer do Sal,
2004 / 2005,Grândola,
2004 / 2005,Odemira,
2004 / 2005,Santiago do Cacém,
2004 / 2005,Sines,
2004 / 2005,Baixo Alentejo,30.1
2004 / 2005,Aljustrel,
2004 / 2005,Almodôvar,
2004 / 2005,Alvito,
2004 / 2005,Barrancos,
2004 / 2005,Beja,30.1
2004 / 2005,Castro Verde,
2004 / 2005,Cuba,
2004 / 2005,Ferreira do Alentejo,
2004 / 2005,Mértola,
2004 / 2005,Moura,
2004 / 2005,Ourique,
2004 / 2005,Serpa,
2004 / 2005,Vidigueira,
2004 / 2005,Lezíria do Tejo,17.0
2004 / 2005,Almeirim,
2004 / 2005,Alpiarça,
2004 / 2005,Azambuja,
2004 / 2005,Benavente,
2004 / 2005,Cartaxo,
2004 / 2005,Chamusca,
2004 / 2005,Coruche,
2004 / 2005,Golegã,
